"lang","wd","pause_duration","first_part_wd_norm_duration","second_part_wd_norm_duration","complete_wd_dur","disfluency_adjacent","pause_type","ps","first_part_wd_norm","first_part_mb_norm","first_part_gl_norm","second_part_wd_norm","second_part_mb_norm","second_part_gl_norm","language"
"warl1254","<<wip>>",745,380,265,645,"no","disruptive","noun","watiya","watiya","tree","wiri","-wiri","-big","Warlpiri"
"warl1254","<<wip>>",603,146,470,616,"no","ultra-disruptive","noun","wa","watiya","tree","tiyarla","watiya -rla","tree -LOC","Warlpiri"
"warl1254","<<wip>>",458,385,247,632,"no","disruptive","other","ngula","ngula","that","jangka","-jangka","-from","Warlpiri"
"warl1254","<<wip>>",580,1115,330,1445,"no","disruptive","noun","kurduwita","kurdu wita","child child","pala","-pala","-DU","Warlpiri"
"warl1254","<<wip>>",2193,584,309,893,"no","disruptive","noun","modikayi","modikayi","car","jana","-jana","-PL","Warlpiri"
"warl1254","<<wip>>",304,705,191,896,"no","disruptive","noun","watingi","watingi","man","rla","-rla","-LOC","Warlpiri"
"warl1254","<<wip>>",297,397,424,821,"no","disruptive","noun","kurdul","kurdul","child","palu","-palu","-PL","Warlpiri"
"warl1254","<<wip>>",711,407,403,810,"no","disruptive","noun","maliki","maliki","dog","jilpa","jilpa","silver","Warlpiri"
"warl1254","<<wip>>",493,1134,265,1399,"no","ultra-disruptive","verb","mannginyangujukulpan","mannginyangu -juku -lpa -nyanu","ponder -CONSTANT_STATE -CONT -SELF","yanu","-nyanu","-SELF","Warlpiri"
"warl1254","<<wip>>",206,461,113,574,"no","disruptive","noun","nantuwu","nantuwu","horse","ju","-ju","-TOP","Warlpiri"
"warl1254","<<wip>>",303,343,223,566,"no","disruptive","verb","jurnta","jurnta-","away-","manu","manu","get.PST","Warlpiri"
"warl1254","<<wip>>",1145,384,304,688,"no","disruptive","noun","malik","malik","dog","jarra","-jarra","-DU","Warlpiri"
"warl1254","<<wip>>",599,262,438,700,"no","disruptive","verb","nu","nu-","****","manu","manu","get.PST","Warlpiri"
"warl1254","<<wip>>",246,516,778,1294,"no","disruptive","other","ngulal","ngula -lpa","that -CONT","parlanyanu","lpa -rla -nyanu","-CONT -LOC -SELF","Warlpiri"
"warl1254","<<wip>>",158,1414,160,1574,"yes",NA,NA,"kuukupardu","****","****","ku","****","****","Warlpiri"
"warl1254","<<wip>>",172,1038,495,1533,"no",NA,NA,"kuukupardu","****","****","kujaku","****","****","Warlpiri"
"warl1254","<<wip>>",225,737,350,1087,"no",NA,NA,"kuuku","****","****","par","****","****","Warlpiri"
"warl1254","<<wip>>",454,177,319,496,"no",NA,NA,"du","****","****","kurlu","****","****","Warlpiri"
"warl1254","<<wip>>",257,476,387,863,"no","disruptive","noun","kurdu","kurdu","child","pardu","-pardu","-DIM","Warlpiri"
"warl1254","<<wip>>",375,904,299,1203,"no","ultra-disruptive","noun","kuukung","kuuku -ngku","monster -ERG","ku","-ngku","-ERG","Warlpiri"
"warl1254","<<wip>>",468,778,510,1288,"no","disruptive","noun","wirlinyi","wirlinyi","day_trip/hunting","kirli","-kirli","-with","Warlpiri"
"warl1254","<<wip>>",1815,544,283,827,"no","disruptive","noun","nantuwu","nantuwu","horse","pala","-pala","-DU","Warlpiri"
"warl1254","<<wip>>",359,762,340,1102,"no","disruptive","noun","karntangu","karnta -ngu","woman -SFX","pala","-pala","-DU","Warlpiri"
"warl1254","<<wip>>",500,828,150,978,"no","disruptive","noun","pampkini","pampkini","pumpkin","ki","-ki","-DAT","Warlpiri"
"warl1254","<<wip>>",289,643,758,1401,"no","disruptive",NA,"wati","wati","man","patulu","-patu -lu","-PL -3PL","Warlpiri"
"warl1254","<<wip>>",331,535,451,986,"no","disruptive","noun","wati","wati","man","kari","-kari","-another","Warlpiri"
"warl1254","<<wip>>",674,488,365,853,"no","disruptive","verb","yanurnu","yanu -rnu","go -PST","warnu","-warnu","-RESULT","Warlpiri"
"warl1254","<<wip>>",300,283,268,551,"no","disruptive","other","mayi","mayi","presumably","rla","-rla","-LOC","Warlpiri"
"warl1254","<<wip>>",806,541,263,804,"no","disruptive","noun","parnta","parnta","crouch","ku","-ku","-DAT","Warlpiri"
"warl1254","<<wip>>",404,433,526,959,"no","disruptive","pro","nyarrpa","nyarrpa","how","jarrija","-jarri -ja","-INCH -PST","Warlpiri"
"warl1254","<<wip>>",418,531,254,785,"no","disruptive","noun","watiki","watiki","for.the.man","kari","-kari","-other","Warlpiri"
"warl1254","<<wip>>",171,385,166,551,"no","disruptive","noun","pens","pens","fence","rla","-rla","-LOC","Warlpiri"
"yong1270","<<wip>>",412,761,381,1142,"no","disruptive","verb","æ̃ʁv̩","æ̃ʁv","egg","tɕɤzo","-tɕɤ -zo","boil -ADVZ","Yongning Na"
"yong1270","<<wip>>",172,695,1011,1706,"no","disruptive","other","qʰɑ","qʰɑ-","INTS-","ɑʂæmizo","ʂæ -mi -zo","long -INTS -ADVZ","Yongning Na"
"yura1255","<<wip>>",291,239,200,439,"no","ultra-disruptive","verb","bëj","bëjta","see","tay","bëjta -y","see -1SG.SBJ","Yurakaré"
"yura1255","<<wip>>",119,347,713,1060,"no","disruptive","verb","kujj","kuj~","INTS~","kundyete","ku- n- dye -te -ø","3SG.OBJ.COM- BEN- happy -MID -3SG.SBJ","Yurakaré"
"yura1255","<<wip>>",272,392,376,768,"no","disruptive","verb","adyijj","adyij~","INTS~","adyindyi","adyindyi -ø","sad -3SG.SBJ","Yurakaré"
"yura1255","<<wip>>",153,1355,158,1513,"no","disruptive","verb","dejkompaginashta","dejkompagina -shta","decompose(SP) -FUT","tu","-tu","-1PL.SBJ","Yurakaré"
"yura1255","<<wip>>",181,261,308,569,"no","ultra-disruptive","pro","tëp","tëtë -pshë","what_kind -NMLZ","shë","-pshë","-NMLZ","Yurakaré"
"yura1255","<<wip>>",137,382,935,1317,"no","disruptive","noun","ta","ta-","1PL.POSS-","asewetinaj","sewe =tina","child =COM","Yurakaré"
"yura1255","<<wip>>",418,346,136,482,"yes","disruptive","verb","kabliw","ka- bali -w","3SG.OBJ- go.PL -3SG.SBJ","tij","=ti","=PS","Yurakaré"
"yura1255","<<wip>>",324,255,419,674,"no","ultra-disruptive","other","nen","nentaya","maybe","tayse","nentaya =se","maybe =PSUP","Yurakaré"
"yura1255","<<wip>>",93,344,621,965,"no","ultra-disruptive","verb","a","achama","be_like_that","chamala","achama -ø =la","be_like_that -3SG.SBJ =COMM","Yurakaré"
