"lang","file","speaker","wd_ID","wd","start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"arap1274","doreco_arap1274_6","35","w005505","neheʔ",372.952,373.049,"0067_doreco_arap1274_6","wohei hi3oowo'[o]!” nehe' hecexonoh'oe wonoone'ino';           hoowuuni   ceh'e3tii: noh  hee3[       n]ee..., noh sii'init.","Well remember!” This young man is keeping this in mind; [but] he doesn't listen: and truly... and he just can't help himself from doing it again.","m009422","nehe'","det","this","p006423 p006424 p006425 p006426 p006427","n E h E ?"
"arap1274","doreco_arap1274_6","35","w005506","he",373.049,373.192,"0067_doreco_arap1274_6","wohei hi3oowo'[o]!” nehe' hecexonoh'oe wonoone'ino';           hoowuuni   ceh'e3tii: noh  hee3[       n]ee..., noh sii'init.","Well remember!” This young man is keeping this in mind; [but] he doesn't listen: and truly... and he just can't help himself from doing it again.","m009423","hecexonoh'oe","na","boy","p006428 p006429","h E"
"arap1274","doreco_arap1274_6","35","w005507","<<wip>>",373.192,374.819,"0067_doreco_arap1274_6","wohei hi3oowo'[o]!” nehe' hecexonoh'oe wonoone'ino';           hoowuuni   ceh'e3tii: noh  hee3[       n]ee..., noh sii'init.","Well remember!” This young man is keeping this in mind; [but] he doesn't listen: and truly... and he just can't help himself from doing it again.","m009424","****","****","****","p006430","<<wip>>"
"arap1274","doreco_arap1274_6","35","w005508","cexonohʔoe",374.819,375.598,"0067_doreco_arap1274_6","wohei hi3oowo'[o]!” nehe' hecexonoh'oe wonoone'ino';           hoowuuni   ceh'e3tii: noh  hee3[       n]ee..., noh sii'init.","Well remember!” This young man is keeping this in mind; [but] he doesn't listen: and truly... and he just can't help himself from doing it again.","m009425","hecexonoh'oe","na","boy","p006431 p006432 p006433 p006434 p006435 p006436 p006437 p006438 p006439","tS E x O n O h ? Ai"
"arap1274","doreco_arap1274_6","35","w005509","wonooneʔino",375.598,376.318,"0067_doreco_arap1274_6","wohei hi3oowo'[o]!” nehe' hecexonoh'oe wonoone'ino';           hoowuuni   ceh'e3tii: noh  hee3[       n]ee..., noh sii'init.","Well remember!” This young man is keeping this in mind; [but] he doesn't listen: and truly... and he just can't help himself from doing it again.","m009426 m009427 m009428","wonoon- e'in -o'","prefix- vti -infl","IC.new(ly)- know -3S","p006440 p006441 p006442 p006443 p006444 p006445 p006446 p006447 p006448 p006449","w O n O: n E ? I n O"
"arap1274","doreco_arap1274_6","35","w005864","couʔutiinoo",706.49,707.324,"0143_doreco_arap1274_6","cou'utiinoo          honohuuxooninoo.","To bother your nest.","m009986 m009987","cou'utii -noo","vai.t -infl","bother/molest -1S","p008482 p008483 p008484 p008485 p008486 p008487 p008488 p008489","tS o} ? } t I: n O:"
"arap1274","doreco_arap1274_6","35","w005865","honoh",707.324,707.733,"0143_doreco_arap1274_6","cou'utiinoo          honohuuxooninoo.","To bother your nest.","m009988","ho-","infl-","2S-","p008490 p008491 p008492 p008493 p008494","h O n O h"
"arap1274","doreco_arap1274_6","35","w005866","<<wip>>",707.733,707.916,"0143_doreco_arap1274_6","cou'utiinoo          honohuuxooninoo.","To bother your nest.","m009989","****","****","****","p008495","<<wip>>"
"arap1274","doreco_arap1274_6","35","w005867","nohuuxooninoo",707.916,709.075,"0143_doreco_arap1274_6","cou'utiinoo          honohuuxooninoo.","To bother your nest.","m009990 m009991","nohuuxoon -inoo","ni+PLPOSS -infl","nest -pers.PL","p008496 p008497 p008498 p008499 p008500 p008501 p008502 p008503 p008504 p008505","n O h }: x O: n I n O:"
"arap1274","doreco_arap1274_6","35","w005868","<p:>",709.075,714.25,"<p:>","<p:>","<p:>","m009992","<p:>","<p:>","<p:>","p008506","<p:>"
"arap1274","doreco_arap1274_6","35","w005957","ceʔnoʔeeckoohunoohok",814.811,815.922,"0164_doreco_arap1274_6","heetniini ce'no'eeckoohunoohok, heetcihciinenou'u heniisooninoo, henii'ehiibinoo.","If I make it back home again, I will release your children, your eaglets.","m010142 m010143 m010144 m010145 m010146","ce'- no'- eeckoohu -noo -hok","prefix- prefix- vai -infl -infl","back- VENTAT- go home -1S -SUBJ","p009055 p009056 p009057 p009058 p009059 p009060 p009061 p009062 p009063 p009064 p009065 p009066 p009067 p009068 p009069 p009070 p009071","tS E ? n O ? E: tS k O: h } n O: h O k"
"arap1274","doreco_arap1274_6","35","w005958","heet",815.922,816.209,"0164_doreco_arap1274_6","heetniini ce'no'eeckoohunoohok, heetcihciinenou'u heniisooninoo, henii'ehiibinoo.","If I make it back home again, I will release your children, your eaglets.","m010147","heet-","prefix-","FUT-","p009072 p009073 p009074","h E: t"
"arap1274","doreco_arap1274_6","35","w005959","<<wip>>",816.209,818.776,"0164_doreco_arap1274_6","heetniini ce'no'eeckoohunoohok, heetcihciinenou'u heniisooninoo, henii'ehiibinoo.","If I make it back home again, I will release your children, your eaglets.","m010148","****","****","****","p009075","<<wip>>"
"arap1274","doreco_arap1274_6","35","w005960","cihciinenouʔu",818.776,819.73,"0164_doreco_arap1274_6","heetniini ce'no'eeckoohunoohok, heetcihciinenou'u heniisooninoo, henii'ehiibinoo.","If I make it back home again, I will release your children, your eaglets.","m010149 m010150 m010151","cih- ciinen -ou'u","prefix- vta -infl","to here- put/place down -3PL","p009076 p009077 p009078 p009079 p009080 p009081 p009082 p009083 p009084 p009085 p009086","tS I h tS I: n E n o} ? }"
"arap1274","doreco_arap1274_6","35","w005961","<p:>",819.73,820.246,"0164_doreco_arap1274_6","heetniini ce'no'eeckoohunoohok, heetcihciinenou'u heniisooninoo, henii'ehiibinoo.","If I make it back home again, I will release your children, your eaglets.","m010152","<p:>","<p:>","<p:>","p009087","<p:>"
"arap1274","doreco_arap1274_6","35","w006022","<p:>",915.55,918.38,"<p:>","<p:>","<p:>","m010255","<p:>","<p:>","<p:>","p009430","<p:>"
"arap1274","doreco_arap1274_6","35","w006023","heʔihcihʔiiton",918.38,919.231,"0179_doreco_arap1274_6","he'ihcih'iiton3i'okunino, hiitoniihi'.","There were sitting on both sides of him, on both sides.","m010256 m010257 m010258","he'ih- cih- 'iiton-","prefix- prefix- prefix-","NARRPAST- to here- both sides/ends-","p009431 p009432 p009433 p009434 p009435 p009436 p009437 p009438 p009439 p009440 p009441 p009442 p009443","h E ? I h tS I h ? I: t O n"
"arap1274","doreco_arap1274_6","35","w006024","<<wip>>",919.231,919.96,"0179_doreco_arap1274_6","he'ihcih'iiton3i'okunino, hiitoniihi'.","There were sitting on both sides of him, on both sides.","m010259","****","****","****","p009444","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006025","3iʔokunino",919.96,920.657,"0179_doreco_arap1274_6","he'ihcih'iiton3i'okunino, hiitoniihi'.","There were sitting on both sides of him, on both sides.","m010260 m010261","3i'oku -nino","vai -infl","sit -4PL","p009445 p009446 p009447 p009448 p009449 p009450 p009451 p009452 p009453 p009454","T I ? O k } n I n O"
"arap1274","doreco_arap1274_6","35","w006026","hiitoniihiʔ",920.657,921.489,"0179_doreco_arap1274_6","he'ihcih'iiton3i'okunino, hiitoniihi'.","There were sitting on both sides of him, on both sides.","m010262 m010263","hiiton- -iihi'","prefix- -deriv","on both sides/ends- -ADV","p009455 p009456 p009457 p009458 p009459 p009460 p009461 p009462 p009463","h I: t O n I: h I ?"
"arap1274","doreco_arap1274_6","35","w006249","heiʔtowuunoot",1177.072,1178.126,"0231_doreco_arap1274_6","“neito'eino',”   hei'towuunoot, “ceebeh'iicih'oxowu' neenin.”","“My relative,” he told them, “don't feed me that part.”","m010630 m010631","hei'towuun -oot","vta -infl","tell s.o. -3S/4","p010742 p010743 p010744 p010745 p010746 p010747 p010748 p010749 p010750 p010751","h ei ? t O w }: n O: t"
"arap1274","doreco_arap1274_6","35","w006250","ceebehʔii",1178.126,1178.792,"0231_doreco_arap1274_6","“neito'eino',”   hei'towuunoot, “ceebeh'iicih'oxowu' neenin.”","“My relative,” he told them, “don't feed me that part.”","m010632 m010633","ceebeh- 'ii-","prefix- prefix-","PROHIB- IMPERF-","p010752 p010753 p010754 p010755 p010756 p010757 p010758","tS E: b E h ? I:"
"arap1274","doreco_arap1274_6","35","w006251","<<wip>>",1178.792,1179.432,"0231_doreco_arap1274_6","“neito'eino',”   hei'towuunoot, “ceebeh'iicih'oxowu' neenin.”","“My relative,” he told them, “don't feed me that part.”","m010634","****","****","****","p010759","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006252","cihʔoxowu",1179.432,1179.95,"0231_doreco_arap1274_6","“neito'eino',”   hei'towuunoot, “ceebeh'iicih'oxowu' neenin.”","“My relative,” he told them, “don't feed me that part.”","m010635 m010636 m010637","cih- 'oxow -u'","prefix- vta -infl","EMPH.IMPER- feed s.o. -2PL/1S.IMPER","p010760 p010761 p010762 p010763 p010764 p010765 p010766 p010767 p010768","tS I h ? O x O w }"
"arap1274","doreco_arap1274_6","35","w006253","neenin",1179.95,1180.564,"0231_doreco_arap1274_6","“neito'eino',”   hei'towuunoot, “ceebeh'iicih'oxowu' neenin.”","“My relative,” he told them, “don't feed me that part.”","m010638 m010639","neeni -n","vai -infl","it is -2S","p010769 p010770 p010771 p010772 p010773","n E: n I n"
"arap1274","doreco_arap1274_6","35","w006307","woow",1228.37,1228.659,"0242_doreco_arap1274_6","woow     he'ihbii3.","Now he ate it.","m010713","woow","part","now.PERF","p011018 p011019 p011020","w O: w"
"arap1274","doreco_arap1274_6","35","w006308","heʔih",1228.659,1228.942,"0242_doreco_arap1274_6","woow     he'ihbii3.","Now he ate it.","m010714","he'ih-","prefix-","NARRPAST-","p011021 p011022 p011023 p011024 p011025","h E ? I h"
"arap1274","doreco_arap1274_6","35","w006309","<<wip>>",1228.942,1229.255,"0242_doreco_arap1274_6","woow     he'ihbii3.","Now he ate it.","m010715","****","****","****","p011026","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006310","bii3",1229.255,1229.698,"0242_doreco_arap1274_6","woow     he'ihbii3.","Now he ate it.","m010716","bii3i","vai.t","eat s.t.","p011027 p011028 p011029","b I: T"
"arap1274","doreco_arap1274_6","35","w006311","<p:>",1229.698,1229.934,"<p:>","<p:>","<p:>","m010717","<p:>","<p:>","<p:>","p011030","<p:>"
"arap1274","doreco_arap1274_6","35","w006344","<p:>",1268.51,1270.76,"<p:>","<p:>","<p:>","m010770","<p:>","<p:>","<p:>","p011191","<p:>"
"arap1274","doreco_arap1274_6","35","w006345","heet",1270.76,1271.075,"0250_doreco_arap1274_6","“heet3owoteekuutiinee             ni'inon.","“You will set up the tipi.","m010771","heet-","prefix-","FUT-","p011192 p011193 p011194","h E: t"
"arap1274","doreco_arap1274_6","35","w006346","<<wip>>",1271.075,1271.83,"0250_doreco_arap1274_6","“heet3owoteekuutiinee             ni'inon.","“You will set up the tipi.","m010772","****","****","****","p011195","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006347","3owoteekuutiinee",1271.83,1273.32,"0250_doreco_arap1274_6","“heet3owoteekuutiinee             ni'inon.","“You will set up the tipi.","m010773 m010774","3owoteekuutii -nee","vai.t -infl","stand up/erect s.t. -2PL","p011196 p011197 p011198 p011199 p011200 p011201 p011202 p011203 p011204 p011205 p011206 p011207","T O w O t E: k }: t I: n E:"
"arap1274","doreco_arap1274_6","35","w006348","niʔinon",1273.32,1273.953,"0250_doreco_arap1274_6","“heet3owoteekuutiinee             ni'inon.","“You will set up the tipi.","m010775","niiinon","ni","tipi","p011208 p011209 p011210 p011211 p011212 p011213 p011214","n I ? I n O n"
"arap1274","doreco_arap1274_6","35","w006409","<p:>",1326.573,1326.645,"0261_doreco_arap1274_6","wohei hi'in                neehei3ei' nee'ee3owoteneihiinoo'                      nuhu' ni'inon, heetniit3i'okut.","Well in the middle, that's where this tipi was set up, where he will sit.","m010860","<p:>","<p:>","<p:>","p011544","<p:>"
"arap1274","doreco_arap1274_6","35","w006410","heetniit",1326.645,1327.446,"0261_doreco_arap1274_6","wohei hi'in                neehei3ei' nee'ee3owoteneihiinoo'                      nuhu' ni'inon, heetniit3i'okut.","Well in the middle, that's where this tipi was set up, where he will sit.","m010861 m010862","heet- niit-","prefix- prefix.rel.IMPERF-","FUT- where-","p011545 p011546 p011547 p011548 p011549 p011550","h E: t n I: t"
"arap1274","doreco_arap1274_6","35","w006411","<<wip>>",1327.446,1328.076,"0261_doreco_arap1274_6","wohei hi'in                neehei3ei' nee'ee3owoteneihiinoo'                      nuhu' ni'inon, heetniit3i'okut.","Well in the middle, that's where this tipi was set up, where he will sit.","m010863","****","****","****","p011551","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006412","3iʔokut",1328.076,1328.769,"0261_doreco_arap1274_6","wohei hi'in                neehei3ei' nee'ee3owoteneihiinoo'                      nuhu' ni'inon, heetniit3i'okut.","Well in the middle, that's where this tipi was set up, where he will sit.","m010864 m010865","3i'oku -t","vai -infl","sit -3.S","p011552 p011553 p011554 p011555 p011556 p011557 p011558","T I ? O k } t"
"arap1274","doreco_arap1274_6","35","w006413","<p:>",1328.769,1331.57,"<p:>","<p:>","<p:>","m010866","<p:>","<p:>","<p:>","p011559","<p:>"
"arap1274","doreco_arap1274_6","35","w006464","hiʔin",1384.295,1384.466,"0273_doreco_arap1274_6","heeneihoowuusii hooxo'oe3i'... hi'in                hihnestoobeihiit.","They've already fed everyone...that part he was warned about.","m010956","hi'in","det","that(aforementioned)","p011882 p011883 p011884 p011885 p011886","h I ? I n"
"arap1274","doreco_arap1274_6","35","w006465","hih",1384.466,1384.649,"0273_doreco_arap1274_6","heeneihoowuusii hooxo'oe3i'... hi'in                hihnestoobeihiit.","They've already fed everyone...that part he was warned about.","m010957","hih-","infl+prefix-","3S.PAST-","p011887 p011888 p011889","h I h"
"arap1274","doreco_arap1274_6","35","w006466","<<wip>>",1384.649,1385.337,"0273_doreco_arap1274_6","heeneihoowuusii hooxo'oe3i'... hi'in                hihnestoobeihiit.","They've already fed everyone...that part he was warned about.","m010958","****","****","****","p011890","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006467","nestoobeihiit",1385.337,1386.66,"0273_doreco_arap1274_6","heeneihoowuusii hooxo'oe3i'... hi'in                hihnestoobeihiit.","They've already fed everyone...that part he was warned about.","m010959","nestoobeihiit","ni.DEPPART.pass","thing warned about","p011891 p011892 p011893 p011894 p011895 p011896 p011897 p011898 p011899 p011900","n E s t O: b ei h I: t"
"arap1274","doreco_arap1274_6","35","w006468","<p:>",1386.66,1387.94,"<p:>","<p:>","<p:>","m010960","<p:>","<p:>","<p:>","p011901","<p:>"
"arap1274","doreco_arap1274_6","35","w006806","<p:>",1722.947,1725.17,"<p:>","<p:>","<p:>","m011474","<p:>","<p:>","<p:>","p013829","<p:>"
"arap1274","doreco_arap1274_6","35","w006807","heʔneʔ",1725.17,1725.615,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011475","he'ne'-","prefix-","then-","p013830 p013831 p013832 p013833 p013834 p013835","h E ? n E ?"
"arap1274","doreco_arap1274_6","35","w006808","<<wip>>",1725.615,1727.079,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011476","****","****","****","p013836","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006809","koxoʔuseet",1727.079,1727.9,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011477 m011478","koxo'usee -t","vai -infl","walk slowly -3.S","p013837 p013838 p013839 p013840 p013841 p013842 p013843 p013844 p013845","k O x O ? } s E: t"
"arap1274","doreco_arap1274_6","35","w006810","heʔneʔ",1727.9,1728.211,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011479","he'ne'-","prefix-","then-","p013846 p013847 p013848 p013849 p013850 p013851","h E ? n E ?"
"arap1274","doreco_arap1274_6","35","w006811","<<ui>>",1728.211,1728.56,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011480","****","****","****","p013852","<<ui>>"
"arap1274","doreco_arap1274_6","35","w006812","<<wip>>",1728.56,1729.037,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011481","****","****","****","p013853","<<wip>>"
"arap1274","doreco_arap1274_6","35","w006813","koxoʔnouucenoʔoot",1729.037,1730.52,"0346_doreco_arap1274_6","he'ne'koxo'useet. he'ne'koxo'nouuceno'oot.","Then he walked slowly. Then he slowly hopped outside.","m011482 m011483 m011484 m011485","koxo'- nouu- ceno'oo -t","prefix- prefix- vai -infl","slowly- outside- jump -3.S","p013854 p013855 p013856 p013857 p013858 p013859 p013860 p013861 p013862 p013863 p013864 p013865 p013866 p013867","k O x O ? n o}: tS E n O ? O: t"
"arap1274","doreco_arap1274_6","35","w006814","<p:>",1730.52,1731.79,"<p:>","<p:>","<p:>","m011486","<p:>","<p:>","<p:>","p013868","<p:>"
"arap1274","doreco_arap1274_6","35","w006903","neʔcebeʔei",1808.314,1809.07,"0363_doreco_arap1274_6","wohei tihP ne'cebe'eiP ne'ciinee'eestoot.                'oh     nee'P nee'ee3P                          XXX ne'ooxuwuutee'.","Well when, then beyond that, then a person didn't do that. And that...then there was a rule.","m011628 m011629","ne'- cebe'ei-","prefix- prefix-","then- beyond/more-","p014384 p014385 p014386 p014387 p014388 p014389 p014390 p014391 p014392","n E ? tS E b E ? ei"
"arap1274","doreco_arap1274_6","35","w006904","neʔ",1809.07,1809.41,"0363_doreco_arap1274_6","wohei tihP ne'cebe'eiP ne'ciinee'eestoot.                'oh     nee'P nee'ee3P                          XXX ne'ooxuwuutee'.","Well when, then beyond that, then a person didn't do that. And that...then there was a rule.","m011630","ne'-","prefix-","then-","p014393 p014394 p014395","n E ?"
